sub_category,model_id,brand,total_mentions,n_replicates,BRP@1,BRP@3,BRP@5,MRR,prompt_condition
coffee maker,gemini-2.5-flash,Handpresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Hario,2,40,0.0000,0.0500,0.0500,0.0208,needs-based-detailed
coffee maker,gemini-2.5-flash,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Illy,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
coffee maker,gemini-2.5-flash,Instant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Jura,4,40,0.0000,0.0500,0.1000,0.0308,needs-based-detailed
coffee maker,gemini-2.5-flash,Kalita,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
coffee maker,gemini-2.5-flash,Keurig,6,40,0.1000,0.1500,0.1500,0.1250,needs-based-detailed
coffee maker,gemini-2.5-flash,KitchenAid,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-detailed
coffee maker,gemini-2.5-flash,KRUPS,7,40,0.0000,0.0000,0.1750,0.0375,needs-based-detailed
coffee maker,gemini-2.5-flash,La Marzocco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Lavazza,4,40,0.0000,0.0000,0.1000,0.0225,needs-based-detailed
coffee maker,gemini-2.5-flash,Lelit,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Mainstays,3,40,0.0000,0.0250,0.0750,0.0225,needs-based-detailed
coffee maker,gemini-2.5-flash,Melitta,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
coffee maker,gemini-2.5-flash,Miele,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,MiiR,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Mr. Coffee,13,40,0.1000,0.1750,0.3250,0.1625,needs-based-detailed
coffee maker,gemini-2.5-flash,Nescafe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Nespresso,6,40,0.0500,0.1500,0.1500,0.1000,needs-based-detailed
coffee maker,gemini-2.5-flash,Ninja,4,40,0.0000,0.0000,0.1000,0.0213,needs-based-detailed
coffee maker,gemini-2.5-flash,Nuova Simonelli,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Oster,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,gemini-2.5-flash,OXO,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
coffee maker,gemini-2.5-flash,Philips,6,40,0.0000,0.0250,0.1500,0.0396,needs-based-detailed
coffee maker,gemini-2.5-flash,Presto,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Proctor Silex,14,40,0.0500,0.2000,0.3500,0.1396,needs-based-detailed
coffee maker,gemini-2.5-flash,Profitec,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Rancilio,3,40,0.0000,0.0500,0.0750,0.0217,needs-based-detailed
coffee maker,gemini-2.5-flash,Ratio,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Rocket Espresso,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,gemini-2.5-flash,Saeco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Sage,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Senseo,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
coffee maker,gemini-2.5-flash,Smeg,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,gemini-2.5-flash,Spinn,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Stanley,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Staresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Tassimo,3,40,0.0000,0.0250,0.0750,0.0183,needs-based-detailed
coffee maker,gemini-2.5-flash,Technivorm,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Terra Kaffe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Toastmaster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Verismo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Wacaco,2,40,0.0000,0.0500,0.0500,0.0208,needs-based-detailed
coffee maker,gemini-2.5-flash,xBloom,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gemini-2.5-flash,Zojirushi,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
coffee maker,claude-opus-4-7,AeroPress,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Bella,5,40,0.0000,0.0000,0.1250,0.0263,needs-based-general
coffee maker,claude-opus-4-7,Bialetti,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Black+Decker,16,40,0.0000,0.4000,0.4000,0.1708,needs-based-general
coffee maker,claude-opus-4-7,Bodum,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Bonavita,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
coffee maker,claude-opus-4-7,Braun,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,claude-opus-4-7,Brentwood,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Breville,18,40,0.4000,0.4250,0.4500,0.4146,needs-based-general
coffee maker,claude-opus-4-7,Bruvi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,BUNN,4,40,0.0000,0.0500,0.1000,0.0267,needs-based-general
coffee maker,claude-opus-4-7,Cafe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Cafflano,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Calphalon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Capresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Chefman,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Cuisinart,11,40,0.0000,0.1000,0.2750,0.0792,needs-based-general
coffee maker,claude-opus-4-7,De'Longhi,18,40,0.0000,0.4000,0.4500,0.2112,needs-based-general
coffee maker,claude-opus-4-7,ECM,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Elite Gourmet,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Espro,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Farberware,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Flair,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Gaggia,13,40,0.0000,0.1000,0.3250,0.0833,needs-based-general
coffee maker,claude-opus-4-7,Gevi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,GSI Outdoors,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Hamilton Beach,16,40,0.0000,0.2500,0.4000,0.1417,needs-based-general
coffee maker,claude-opus-4-7,Handpresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Hario,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Illy,4,40,0.0000,0.0000,0.1000,0.0200,needs-based-general
coffee maker,claude-opus-4-7,Instant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Jura,10,40,0.0000,0.0750,0.2500,0.0663,needs-based-general
coffee maker,claude-opus-4-7,Kalita,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Keurig,10,40,0.1000,0.2000,0.2500,0.1625,needs-based-general
coffee maker,claude-opus-4-7,KitchenAid,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,KRUPS,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,La Marzocco,4,40,0.0000,0.0000,0.1000,0.0200,needs-based-general
coffee maker,claude-opus-4-7,Lavazza,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,claude-opus-4-7,Lelit,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Mainstays,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
coffee maker,claude-opus-4-7,Melitta,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Miele,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,MiiR,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Mr. Coffee,16,40,0.4000,0.4000,0.4000,0.4000,needs-based-general
coffee maker,claude-opus-4-7,Nescafe,6,40,0.0000,0.0000,0.1500,0.0375,needs-based-general
coffee maker,claude-opus-4-7,Nespresso,9,40,0.1000,0.2000,0.2250,0.1550,needs-based-general
coffee maker,claude-opus-4-7,Ninja,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-general
coffee maker,claude-opus-4-7,Nuova Simonelli,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Oster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,OXO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Philips,8,40,0.0000,0.1250,0.2000,0.0604,needs-based-general
coffee maker,claude-opus-4-7,Presto,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Proctor Silex,6,40,0.0000,0.0000,0.1500,0.0350,needs-based-general
coffee maker,claude-opus-4-7,Profitec,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Rancilio,8,40,0.0000,0.1000,0.2000,0.0583,needs-based-general
coffee maker,claude-opus-4-7,Ratio,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Rocket Espresso,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
coffee maker,claude-opus-4-7,Saeco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Sage,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Senseo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Smeg,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Spinn,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Stanley,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Staresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Tassimo,6,40,0.0000,0.1500,0.1500,0.0500,needs-based-general
coffee maker,claude-opus-4-7,Technivorm,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Terra Kaffe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Toastmaster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Verismo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Wacaco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,xBloom,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,Zojirushi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-opus-4-7,AeroPress,2,40,0.0250,0.0500,0.0500,0.0375,needs-based-detailed
coffee maker,claude-opus-4-7,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Bella,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Bialetti,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
coffee maker,claude-opus-4-7,Black+Decker,14,40,0.0000,0.3500,0.3500,0.1667,needs-based-detailed
coffee maker,claude-opus-4-7,Bodum,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Bonavita,2,40,0.0000,0.0500,0.0500,0.0250,needs-based-detailed
coffee maker,claude-opus-4-7,Braun,3,40,0.0000,0.0000,0.0750,0.0175,needs-based-detailed
coffee maker,claude-opus-4-7,Brentwood,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Breville,16,40,0.4000,0.4000,0.4000,0.4000,needs-based-detailed
coffee maker,claude-opus-4-7,Bruvi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,BUNN,3,40,0.0000,0.0000,0.0750,0.0175,needs-based-detailed
coffee maker,claude-opus-4-7,Cafe,2,40,0.0000,0.0000,0.0500,0.0125,needs-based-detailed
coffee maker,claude-opus-4-7,Cafflano,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
coffee maker,claude-opus-4-7,Calphalon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Capresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Chefman,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Cuisinart,14,40,0.0000,0.2000,0.3500,0.1254,needs-based-detailed
coffee maker,claude-opus-4-7,De'Longhi,14,40,0.0000,0.3500,0.3500,0.1583,needs-based-detailed
coffee maker,claude-opus-4-7,ECM,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Elite Gourmet,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Espro,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Farberware,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Flair,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Gaggia,12,40,0.0000,0.0500,0.3000,0.0729,needs-based-detailed
coffee maker,claude-opus-4-7,Gevi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,GSI Outdoors,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Hamilton Beach,16,40,0.0000,0.3250,0.4000,0.1271,needs-based-detailed
coffee maker,claude-opus-4-7,Handpresso,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Hario,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Illy,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Instant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Jura,5,40,0.0000,0.0250,0.1250,0.0296,needs-based-detailed
coffee maker,claude-opus-4-7,Kalita,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Keurig,6,40,0.1000,0.1500,0.1500,0.1250,needs-based-detailed
coffee maker,claude-opus-4-7,KitchenAid,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,KRUPS,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,La Marzocco,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Lavazza,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
coffee maker,claude-opus-4-7,Lelit,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Mainstays,5,40,0.0000,0.0000,0.1250,0.0250,needs-based-detailed
coffee maker,claude-opus-4-7,Melitta,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Miele,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,MiiR,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Mr. Coffee,14,40,0.3500,0.3500,0.3500,0.3500,needs-based-detailed
coffee maker,claude-opus-4-7,Nescafe,4,40,0.0000,0.0000,0.1000,0.0250,needs-based-detailed
coffee maker,claude-opus-4-7,Nespresso,8,40,0.0500,0.1500,0.2000,0.1113,needs-based-detailed
coffee maker,claude-opus-4-7,Ninja,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
coffee maker,claude-opus-4-7,Nuova Simonelli,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Oster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,OXO,3,40,0.0000,0.0000,0.0750,0.0150,needs-based-detailed
coffee maker,claude-opus-4-7,Philips,13,40,0.0000,0.1250,0.3250,0.0879,needs-based-detailed
coffee maker,claude-opus-4-7,Presto,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Proctor Silex,8,40,0.0000,0.0000,0.2000,0.0500,needs-based-detailed
coffee maker,claude-opus-4-7,Profitec,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Rancilio,4,40,0.0000,0.0500,0.1000,0.0292,needs-based-detailed
coffee maker,claude-opus-4-7,Ratio,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
coffee maker,claude-opus-4-7,Rocket Espresso,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Saeco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Sage,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Senseo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Smeg,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Spinn,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Stanley,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Staresso,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
coffee maker,claude-opus-4-7,Tassimo,4,40,0.0000,0.1000,0.1000,0.0333,needs-based-detailed
coffee maker,claude-opus-4-7,Technivorm,4,40,0.0500,0.1000,0.1000,0.0750,needs-based-detailed
coffee maker,claude-opus-4-7,Terra Kaffe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Toastmaster,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Verismo,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,claude-opus-4-7,Wacaco,2,40,0.0250,0.0500,0.0500,0.0375,needs-based-detailed
coffee maker,claude-opus-4-7,xBloom,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-opus-4-7,Zojirushi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,claude-sonnet-4-6,AeroPress,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Bella,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Bialetti,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Black+Decker,16,40,0.0000,0.3500,0.4000,0.1792,needs-based-general
coffee maker,claude-sonnet-4-6,Bodum,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Bonavita,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
coffee maker,claude-sonnet-4-6,Braun,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Brentwood,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Breville,18,40,0.3750,0.4500,0.4500,0.4042,needs-based-general
coffee maker,claude-sonnet-4-6,Bruvi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,BUNN,3,40,0.0000,0.0000,0.0750,0.0150,needs-based-general
coffee maker,claude-sonnet-4-6,Cafe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Cafflano,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Calphalon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Capresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Chefman,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,claude-sonnet-4-6,Cuisinart,24,40,0.0250,0.5250,0.6000,0.2217,needs-based-general
coffee maker,claude-sonnet-4-6,De'Longhi,20,40,0.0250,0.4000,0.5000,0.2362,needs-based-general
coffee maker,claude-sonnet-4-6,ECM,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Elite Gourmet,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Espro,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Farberware,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Flair,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Gaggia,8,40,0.0000,0.1500,0.2000,0.0625,needs-based-general
coffee maker,claude-sonnet-4-6,Gevi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,GSI Outdoors,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Hamilton Beach,20,40,0.2750,0.3500,0.5000,0.3337,needs-based-general
coffee maker,claude-sonnet-4-6,Handpresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Hario,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Illy,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Instant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Jura,7,40,0.0000,0.0000,0.1750,0.0350,needs-based-general
coffee maker,claude-sonnet-4-6,Kalita,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Keurig,9,40,0.0500,0.2000,0.2250,0.1300,needs-based-general
coffee maker,claude-sonnet-4-6,KitchenAid,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,KRUPS,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,La Marzocco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Lavazza,4,40,0.0000,0.0250,0.1000,0.0246,needs-based-general
coffee maker,claude-sonnet-4-6,Lelit,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Mainstays,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Melitta,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Miele,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,MiiR,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Mr. Coffee,16,40,0.1000,0.1750,0.4000,0.1854,needs-based-general
coffee maker,claude-sonnet-4-6,Nescafe,4,40,0.0000,0.0000,0.1000,0.0250,needs-based-general
coffee maker,claude-sonnet-4-6,Nespresso,10,40,0.1500,0.2250,0.2500,0.1883,needs-based-general
coffee maker,claude-sonnet-4-6,Ninja,11,40,0.0000,0.0000,0.2750,0.0613,needs-based-general
coffee maker,claude-sonnet-4-6,Nuova Simonelli,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Oster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,OXO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Philips,8,40,0.0000,0.0000,0.2000,0.0437,needs-based-general
coffee maker,claude-sonnet-4-6,Presto,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Proctor Silex,5,40,0.0000,0.0250,0.1250,0.0283,needs-based-general
coffee maker,claude-sonnet-4-6,Profitec,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Rancilio,8,40,0.0000,0.0250,0.2000,0.0508,needs-based-general
coffee maker,claude-sonnet-4-6,Ratio,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Rocket Espresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Saeco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Sage,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Senseo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,claude-sonnet-4-6,Smeg,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
